Chrom	Read	Strand
8	459979	1
8	460061	0
8	460948	1
8	461201	0
8	461396	1
8	461783	1
8	461898	1
8	461974	0
8	462269	1
8	463269	1
8	464144	1
8	464463	1
8	465480	1
8	465626	0
8	465877	1
8	465943	0
8	465947	1
8	466119	1
8	466793	1
8	467197	0
8	468231	1
8	470159	1
8	470268	0
8	470384	1
8	470989	1
8	472149	1
8	472702	0
8	472875	0
8	472910	0
8	473911	0
8	474052	0
8	474271	1
8	474641	0
8	475494	1
8	475518	1
8	475817	1
8	476715	1
8	478042	1
8	478297	1
8	479647	1
8	480194	1
8	481052	1
8	481083	0
8	481547	1
8	481613	0
8	481937	1
8	482916	0
8	484075	1
8	484149	0
8	484170	1
8	484744	1
8	485631	0
8	486467	0
8	487009	0
8	487377	0
8	487659	0
8	487676	0
8	487823	0
8	487842	0
8	488267	1
8	488581	1
8	489083	1
8	489146	0
8	490203	0
8	490906	1
8	491284	1
8	491469	0
8	491542	1
8	491623	1
8	491629	1
8	491787	0
8	491949	0
8	492764	1
8	493186	0
8	494151	0
8	495202	0
8	500062	1
8	501172	1
8	502001	1
8	503120	0
8	503272	1
8	503419	1
8	503680	0
8	503704	0
8	503866	1
8	503979	1
8	505113	0
8	505700	0
8	506065	0
8	506123	1
8	506213	0
8	506322	1
8	506538	0
8	506947	0
8	507048	1
8	507075	0
8	507459	0
8	507642	0
8	508195	0
8	508593	1
8	508643	0
8	508733	0
8	508907	0
8	509458	0
8	509696	1
8	509841	0
8	512642	1
8	512688	1
8	513151	0
8	513790	0
8	514254	0
8	515255	0
8	515373	1
8	515413	0
8	515846	1
8	516341	1
8	517081	1
8	517114	0
8	517436	1
8	517510	0
8	518210	0
8	518691	0
8	519379	0
8	519619	1
8	519941	1
8	520722	1
8	520744	1
8	521099	1
8	521989	1
8	522362	1
8	523815	0
8	524111	0
8	524818	1
8	525058	0
8	525471	1
8	526530	0
8	526767	0
8	527677	1
8	529335	0
8	529638	0
8	530055	1
8	530758	0
8	531923	0
8	532479	0
8	532753	0
8	533418	0
8	533715	1
8	534217	1
8	534351	0
8	535612	1
8	536025	0
8	536641	1
8	536909	1
8	537450	0
8	538494	0
8	538875	1
8	539188	0
8	539549	0
8	539668	1
8	540643	0
8	540701	0
8	541096	0
8	542036	1
8	542866	0
8	543082	0
8	543710	1
8	544182	0
8	544432	0
8	544737	0
8	544902	0
8	545037	1
8	545420	1
8	546079	0
8	546939	1
8	547037	0
8	547465	0
8	547601	1
8	548049	1
8	548630	0
8	548781	0
8	549473	1
8	549597	1
8	550075	1
8	550184	1
8	553079	1
8	553439	0
8	554834	1
8	555208	0
8	555440	1
8	555903	1
8	556133	0
8	556842	1
8	556925	0
8	557185	0
8	558177	1
8	558380	0
8	558454	1
8	558471	0
8	558899	1
8	559613	1
8	560177	1
8	560255	1
8	560903	1
8	561579	1
8	563099	1
8	563182	0
8	563400	0
8	564413	0
8	565009	1
8	565015	0
8	566181	1
8	566356	0
8	566891	1
8	567044	1
8	567066	0
8	567220	0
8	567417	0
8	568165	1
8	569262	0
8	569320	0
8	569795	0
8	570206	0
8	570313	0
8	570957	1
8	572082	0
8	572121	0
8	572238	0
8	572384	0
8	572650	1
8	572928	1
8	573736	0
8	573833	1
8	574270	0
8	574633	0
8	575931	0
8	576250	0
8	576984	0
8	578316	0
8	579435	1
8	580024	1
8	580876	0
8	580955	1
8	581351	0
8	581358	0
8	581758	0
8	581766	0
8	582133	0
8	582508	0
8	582559	1
8	583681	0
8	583890	1
8	583969	1
8	584396	0
8	584471	1
8	586717	1
8	587503	1
8	587830	1
8	588193	1
8	588878	1
8	589402	1
8	589600	1
8	589860	1
8	590836	0
8	591160	0
8	591875	0
8	591906	1
8	591908	1
8	592624	0
8	592916	1
8	592982	1
8	593241	0
8	593623	0
8	595551	1
8	595618	0
8	596531	1
8	596558	0
8	597079	0
8	597693	0
8	598070	0
8	599245	0
8	600012	1
8	600094	0
8	601284	0
8	601498	1
8	602227	1
8	602386	1
8	602394	0
8	602769	1
8	605093	0
8	606694	1
8	606708	0
8	606878	1
8	606952	1
8	606976	1
8	607176	1
8	608364	0
8	609674	0
8	609932	0
8	609936	1
8	610551	0
8	612002	1
8	613055	1
8	613737	1
8	614264	0
8	614405	0
8	614726	0
8	617038	1
8	617324	1
8	617828	1
8	618659	1
8	621084	0
8	621936	0
8	622919	0
8	623078	0
8	623739	1
8	623903	0
8	626022	1
8	627915	0
8	628367	0
8	628606	0
8	629152	1
8	629202	1
8	629501	1
8	630459	1
8	631490	1
8	632464	1
8	632476	0
8	633061	0
8	635455	0
8	637903	0
8	638216	1
8	638305	1
8	638651	1
8	639239	1
8	639390	0
8	639968	0
8	640524	1
8	640580	1
8	643227	0
8	643330	1
8	644738	0
8	646080	1
8	646195	0
8	646506	0
8	646743	0
8	646869	0
8	647748	0
8	648629	0
8	648687	1
8	649174	1
8	649378	1
8	650014	1
8	650060	0
8	650088	0
8	650723	1
8	650977	0
8	651353	0
8	652067	1
8	654549	0
8	655530	0
8	655803	1
8	656853	0
8	657109	0
8	657160	1
8	657194	0
8	657611	1
8	658374	0
8	658508	0
8	659106	0
8	659154	1
8	659381	0
8	659910	0
8	659974	0
8	660026	0
8	660195	1
8	660673	1
8	660709	0
8	660927	0
8	661066	1
8	661531	0
8	661928	0
8	663217	0
8	664383	1
8	664401	0
8	664409	1
8	665202	1
8	666488	1
8	666607	0
8	666723	0
8	667442	1
8	667561	0
8	667586	0
8	667795	0
8	667991	1
8	668097	0
8	668486	0
8	669010	1
8	669486	1
8	669722	0
8	670416	0
8	672206	1
8	672589	0
8	672711	1
8	672845	0
8	673049	0
8	673500	1
8	674171	0
8	674628	1
8	674700	0
8	674714	1
8	675449	0
8	675580	1
8	675906	0
8	677396	0
8	677909	0
8	678405	0
8	680007	0
8	680271	0
8	680398	1
8	680502	0
8	680584	0
8	681044	0
8	682135	0
8	682621	0
8	682749	0
8	682750	0
8	683449	0
8	683812	1
8	683904	0
8	684098	1
8	685031	1
8	685663	0
8	686964	0
8	687120	1
8	687354	1
8	687458	0
8	688368	0
8	689071	1
8	689717	1
8	690500	1
8	690559	1
8	690562	1
8	690607	0
8	692056	0
8	692779	0
8	695286	1
8	695619	0
8	695946	1
8	696330	0
8	696333	0
8	696769	1
8	697328	0
8	698452	1
8	698530	1
8	698661	0
8	698814	1
8	698827	1
8	699242	1
8	699435	0
8	699718	1
8	700039	0
8	700066	0
8	700357	1
8	700572	1
8	701087	0
8	702087	0
8	702437	0
8	702442	0
8	703803	1
8	704597	0
8	705140	0
8	705344	0
8	705881	0
8	706524	0
8	707313	0
8	707364	0
8	707712	0
8	707999	1
8	708768	0
8	709192	1
8	709337	0
8	709375	1
8	711114	1
8	711841	1
8	713080	0
8	713134	1
8	713715	0
8	715080	1
8	715581	1
8	715602	0
8	715643	0
8	715955	0
8	716536	1
8	716968	0
8	717364	1
8	717667	0
8	717718	1
8	718491	0
8	718570	0
8	719896	1
8	720681	1
8	721838	1
8	722155	1
8	722839	0
8	723078	1
8	723678	1
8	723803	0
8	724240	1
8	724777	1
8	724892	0
8	725712	1
8	726349	0
8	727074	1
8	728415	0
8	728627	1
8	728948	1
8	729230	1
8	729655	0
8	730092	1
8	730575	0
8	731612	0
8	731895	0
8	733419	1
8	734109	1
8	734416	1
8	735118	0
8	736128	0
8	736347	0
8	736949	1
8	738348	1
8	738524	1
8	740028	1
8	740169	0
8	741157	0
8	741586	0
8	742009	0
8	742513	1
8	742562	1
8	743095	1
8	743172	0
8	743692	0
8	743874	0
8	743979	0
8	745333	1
8	747000	0
8	748515	1
8	750106	0
8	750254	0
8	750276	0
8	752528	1
8	752536	0
8	754951	1
8	755281	0
8	756102	1
8	756346	1
8	756880	1
8	757003	1
8	757377	1
8	758035	1
8	758040	1
8	758075	0
8	758089	0
8	758164	0
8	758282	0
8	759674	0
8	760666	0
8	761526	1
8	761560	1
8	761834	0
8	762977	0
8	764160	1
8	764171	0
8	764305	1
8	764647	0
8	764762	1
8	764872	0
8	765341	0
8	765530	0
8	766233	0
8	766402	1
8	766840	1
8	767921	0
8	769606	0
8	770716	1
8	773898	1
8	774653	0
8	774982	0
8	775610	1
8	775636	1
8	776605	0
8	776724	0
8	777330	0
8	778159	0
8	778210	0
8	778647	0
8	779752	0
8	779842	0
8	779877	1
8	780423	1
8	780736	0
8	781089	0
8	781253	0
8	781855	0
8	782298	1
8	782590	0
8	782672	0
8	782731	0
8	782878	1
8	783124	1
8	783228	1
8	783475	1
8	783837	1
8	784474	0
8	785262	1
8	786564	0
8	786749	1
8	786988	1
8	787398	1
8	787832	0
8	788399	1
8	788601	0
8	788926	0
8	789320	0
8	789913	1
8	790531	1
8	790959	0
8	791706	0
8	792758	1
8	792917	0
8	793117	0
8	793210	1
8	793217	1
8	794791	0
8	795176	0
8	795399	1
8	796434	0
8	797138	1
8	797442	1
8	797876	0
8	799594	1
8	800168	1
8	800452	1
8	800847	0
8	800859	1
8	800901	0
8	801252	0
8	801727	1
8	802436	0
8	802602	0
8	804347	0
8	805439	1
8	805657	1
8	805701	0
8	805769	1
8	806079	1
8	806993	1
8	807653	1
8	808233	0
8	808784	1
8	809073	0
8	809221	0
8	810558	1
8	811260	0
8	811452	1
8	812318	1
8	812434	0
8	812538	1
8	812641	0
8	812747	0
8	813330	1
8	815317	1
8	815513	1
8	816130	0
8	816334	1
8	816343	1
8	817175	0
8	817199	1
8	817343	0
8	818275	0
8	818600	0
8	819072	1
8	819220	0
8	819265	1
8	819646	1
8	819920	0
8	820785	0
8	822135	0
8	823423	1
8	823992	0
8	824338	0
8	824464	1
8	825991	1
8	826012	0
8	826934	0
8	827165	1
8	828812	1
8	828919	1
8	830546	1
8	831656	0
8	832348	1
8	832399	0
8	832461	0
8	833828	0
8	833961	1
8	834288	1
8	834312	0
8	834417	1
8	835295	0
8	835894	1
8	837150	0
8	838506	1
8	840014	0
8	840103	0
8	840108	0
8	840771	1
8	841377	1
8	841585	0
8	843175	1
8	843924	1
8	845004	1
8	845178	1
8	845305	1
8	845316	0
8	846093	0
8	846803	0
8	848140	1
8	848193	0
8	848334	1
8	848613	1
8	848835	1
8	849254	1
8	850673	0
8	851429	0
8	852949	0
8	853510	0
8	853590	1
8	853865	0
8	853878	0
8	853918	0
8	855047	0
8	855166	1
8	855637	0
8	855868	1
8	856265	0
8	856484	0
8	856603	1
8	857173	1
8	857527	1
8	857818	1
8	857891	0
8	858771	0
8	859314	1
8	859392	1
8	859891	1
8	860356	0
8	860613	0
8	861096	1
8	862640	0
8	863952	0
8	864497	0
8	864855	0
8	866279	1
8	866963	1
8	867052	0
8	867143	1
8	867225	1
8	867261	1
8	867858	0
8	868057	1
8	868334	0
8	868625	1
8	869420	0
8	869693	0
8	871754	1
8	872479	0
8	872582	1
8	872631	0
8	873212	1
8	874092	0
8	875137	1
8	875384	0
8	877079	0
8	877358	0
8	878459	0
8	878617	0
8	879005	1
8	880760	1
8	882325	0
8	882689	0
8	882842	0
8	883021	0
8	883356	0
8	884905	1
8	884906	1
8	885099	1
8	885196	0
8	886667	0
8	886705	0
8	888432	1
8	889365	1
8	889583	0
8	889836	0
8	890827	0
8	895247	1
8	895519	0
8	896170	0
8	896519	1
8	896540	1
8	897668	1
8	897990	0
8	898025	0
8	898402	1
8	898915	1
8	899469	0
8	899766	1
8	899932	1
8	900163	1
8	900458	1
8	902587	0
8	902767	1
8	903834	0
8	904476	1
8	904908	0
8	905607	0
8	906265	0
8	906373	0
8	909294	0
8	909363	1
8	909894	0
8	910909	1
8	911430	1
8	911509	1
8	911846	0
8	912118	0
8	912257	1
8	912911	0
8	913333	1
8	913778	1
8	914203	0
8	915722	1
8	915764	0
8	917036	0
8	920515	1
8	920623	1
8	921253	0
8	921828	1
8	922025	1
8	923167	1
8	923255	1
8	923586	1
8	923917	0
8	924279	1
8	924761	1
8	924976	1
8	925896	0
8	927015	1
8	927465	1
8	927626	0
8	927643	0
8	927897	1
8	927899	0
8	927930	1
8	928145	0
8	928245	0
8	928735	0
8	929137	1
8	929586	0
8	929640	0
8	930182	0
8	930377	1
8	930588	0
8	931538	0
8	932055	0
8	934940	0
8	936812	0
8	938294	1
8	938709	0
8	939217	0
8	939722	1
8	939807	1
8	940425	1
8	940827	1
8	941340	0
8	941944	1
8	942324	1
8	943012	1
8	944498	1
8	944766	1
8	945035	1
8	945106	0
8	945505	1
8	946273	0
8	948181	0
8	948309	0
8	949515	0
8	950000	0
8	950182	1
8	950337	1
8	951575	0
8	951827	0
8	952902	0
8	953865	0
8	954968	0
8	955980	0
8	957062	1
8	957373	0
8	957745	1
8	958059	0
8	958143	1
8	958480	1
8	960063	0
8	960956	0
8	961980	1
8	962717	0
8	964870	1
8	965203	1
8	965405	0
8	965632	1
8	966616	0
8	966933	1
8	967165	0
8	967587	0
8	969263	0
8	969527	0
8	970624	0
8	971309	1
8	971338	1
8	971530	1
8	972573	1
8	973482	0
8	973781	1
8	974809	1
8	975172	1
8	975256	0
8	976621	0
8	977302	0
8	977820	1
8	978129	0
8	978487	0
8	978962	1
8	979596	1
8	979728	0
8	979834	1
8	980075	0
8	980345	0
8	980858	0
8	981108	1
8	982873	0
8	984047	1
8	984268	1
8	984279	1
8	985230	1
8	985490	0
8	987466	0
8	988146	0
8	989148	1
8	989719	0
8	989902	1
8	990555	1
8	991087	1
8	992197	0
8	993589	1
8	994200	1
8	994234	1
8	994603	1
8	995007	0
8	995052	1
8	995784	0
8	996497	1
8	997024	0
8	997155	1
8	997181	0
8	997532	1
8	997678	0
8	997716	1
8	998209	0
8	998874	0
8	1000559	0
8	1000884	1
8	1001337	0
8	1003511	1
8	1004047	0
8	1004341	1
8	1005289	1
8	1006817	1
8	1007475	0
8	1008403	1
8	1009232	0
8	1009323	1
8	1009578	0
8	1009586	1
8	1011032	0
8	1011238	0
8	1011288	1
8	1011574	1
8	1011876	0
8	1011975	0
8	1012173	0
8	1012351	1
8	1013245	1
8	1013807	1
8	1014748	1
8	1016445	0
8	1016454	1
8	1016944	0
8	1017180	0
8	1017811	1
8	1019583	0
8	1019695	1
8	1021067	1
8	1021182	1
8	1022198	1
8	1023129	1
8	1023207	1
8	1023620	1
8	1024240	1
8	1025178	1
8	1025607	1
8	1026279	1
8	1026752	1
8	1027591	1
8	1027800	0
8	1028235	1
8	1028597	1
8	1028729	1
8	1028861	0
8	1028918	0
8	1028992	1
8	1030200	0
8	1031171	0
8	1031172	1
8	1031362	1
8	1032001	1
8	1032745	1
8	1032933	0
8	1034067	1
8	1034348	1
8	1034619	0
8	1035182	1
8	1035454	1
8	1036350	1
8	1037861	0
8	1038165	0
8	1039013	1
8	1039674	1
8	1040678	0
8	1041457	0
8	1042991	1
8	1043339	0
8	1043776	1
8	1045629	1
8	1045764	0
8	1045839	0
8	1045946	0
8	1046558	0
8	1047959	1
8	1048604	0
8	1049146	0
8	1049670	1
8	1049814	0
8	1049862	1
8	1050193	0
8	1050231	0
8	1050470	1
8	1050492	1
8	1050592	1
8	1050630	1
8	1051439	0
8	1051646	1
8	1051934	1
8	1051943	1
8	1053146	1
8	1053852	1
8	1054454	1
8	1054541	0
8	1054655	1
8	1056285	1
8	1058103	0
8	1059559	1
8	1060323	1
8	1060402	0
8	1060976	0
8	1061514	1
8	1061537	1
8	1062985	1
8	1063313	0
8	1063414	1
8	1064325	0
8	1065202	0
